"","treeID","stemID","tag","StemTag","sp","quadrat","gx","gy","MeasureID","CensusID","dbh","pom","hom","ExactDate","DFstatus","codes","nostems","status","date"
"6250",112907,NA,"161685",NA,"PSYBRA","824",149.95,473.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6251",112908,148182,"161686","161686","CASARB","824",148.77,470.15,614787,6,59,"1.3",1.3,2016-09-01,"alive","MAIN;A",1,"A",20698
"6252",112909,NA,"161687",NA,"PIPGLA","824",147.65,471.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6253",112910,NA,"161688",NA,"PSYBRA","824",147.47,471.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6254",112911,NA,"161689",NA,"PALRIP","824",149.18,471.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6255",112912,NA,"161690",NA,"PALRIP","824",148.86,471.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6256",112913,NA,"161693",NA,"PSYBER","824",149.7,472.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6257",112914,NA,"161695",NA,"PALRIP","824",148.78,472.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6258",112915,NA,"161698",NA,"PIPGLA","824",148.87,472,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6259",112916,NA,"161700",NA,"PALRIP","824",148.24,472.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6260",112917,NA,"161703",NA,"PALRIP","824",148.65,471.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6261",112918,NA,"161704",NA,"PALRIP","824",148.98,471.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6262",112919,NA,"161705",NA,"PSYBRA","824",148.82,471.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6263",112920,NA,"161707",NA,"PIPGLA","824",149.06,469.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6264",112921,148202,"161709","161709","CASARB","824",149.48,469.67,614775,6,30.2,"1.3",1.3,2016-09-01,"alive","MAIN;A",1,"A",20698
"6265",112922,148204,"161710","161711","PALRIP","824",146.06,469.14,614777,6,34,"1.3",1.3,2016-09-01,"alive","SPROUT;A",2,"A",20698
"6266",112923,NA,"161712",NA,"PSYBRA","824",146.57,469.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6267",112924,NA,"161713",NA,"PIPGLA","824",146.8,467.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6268",112925,NA,"161714",NA,"PSYBRA","824",146.47,466.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6269",112926,NA,"161715",NA,"PSYBRA","824",145.33,470.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6270",112927,148209,"161720","161720","OCOLEU","824",145.9,469.63,614778,6,NA,NA,NA,2016-09-01,"broken below","MAIN;A;LS;B",1,"A",20698
"6271",112928,NA,"161721",NA,"PSYBER","824",145.16,469.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6272",112929,NA,"161722",NA,"PSYBRA","824",145.17,468.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6273",112930,NA,"161730",NA,"PIPGLA","824",145.86,468.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6274",112931,NA,"161731",NA,"PSYBRA","824",145.57,467.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6275",112932,NA,"161732",NA,"PSYBRA","824",145.43,467.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6276",112933,NA,"161739",NA,"PALRIP","824",146.83,466.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6277",112934,NA,"161740",NA,"PSYBER","824",147.73,465.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6278",112935,NA,"161742",NA,"PSYBRA","824",149.29,465.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6279",112936,NA,"161743",NA,"PSYBRA","824",146.93,465.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6280",112937,148220,"161744","161744","INGLAU","824",147.27,465.6,614780,6,16.8,"1.3",1.3,2016-09-01,"alive","MAIN;A",1,"A",20698
"6281",112938,148221,"161745","161745","OCOLEU","824",148.5,466.71,614781,6,26.7,"1.3",1.3,2016-09-01,"alive","MAIN;A",1,"A",20698
"6282",112939,NA,"161746",NA,"MICRAC","824",146.35,463.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6283",112940,NA,"161747",NA,"PSYBER","824",149.52,463.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6284",112941,NA,"161748",NA,"PSYBER","824",147.34,461.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6285",112942,NA,"161749",NA,"CASARB","824",147.09,464.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6286",112943,NA,"161751",NA,"MICPRA","824",146.38,461.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6287",112944,NA,"161752",NA,"PSYBER","824",145.77,461.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6288",112945,NA,"161753",NA,"PSYBER","824",145.85,460.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6289",112946,NA,"161754",NA,"PSYBER","824",146.15,460.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6290",112947,NA,"161755",NA,"PSYBER","824",148.3,461.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6291",112948,NA,"161756",NA,"PSYBRA","824",147.93,461.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6292",112949,NA,"161757",NA,"PSYBER","824",148.36,460.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6293",112950,NA,"161758",NA,"PSYBER","824",149.07,460.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6294",112951,NA,"161759",NA,"PSYBER","824",149.57,460.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6295",112952,NA,"161760",NA,"SCHMOR","824",146.57,461.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6296",112953,NA,"161761",NA,"PSYBER","824",146.9,460.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6297",112954,NA,"161762",NA,"PSYBRA","824",150.61,461.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6298",112955,148238,"161763","161763","CASARB","824",150.68,462.67,614799,6,37.5,"1.3",1.3,2016-09-01,"alive","MAIN;A",1,"A",20698
"6299",112956,NA,"161765",NA,"PSYBRA","824",150.62,464.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6300",112957,NA,"161766",NA,"SCHMOR","824",154.86,464.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6301",112958,NA,"161767",NA,"SCHMOR","824",154.9,464.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6302",112959,NA,"161768",NA,"SCHMOR","824",154.74,464.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6303",112960,NA,"161769",NA,"PIPGLA","824",151.73,463.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6304",112961,NA,"161771",NA,"PSYBER","824",143.8,468.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6305",112962,NA,"161772",NA,"CASARB","824",152.68,466.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6306",112963,NA,"161777",NA,"CORBOR","824",153.45,466.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6307",112964,NA,"161778",NA,"PSYBER","824",152.96,466.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6308",112965,NA,"161779",NA,"PSYBER","824",151.3,468.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6309",112966,NA,"161780",NA,"PSYBRA","824",151.91,468.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6310",112967,NA,"161781",NA,"CORBOR","824",152.61,469.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6311",112968,NA,"161782",NA,"PSYBER","824",153.3,469.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6312",112969,NA,"161783",NA,"CORBOR","824",153.48,468.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6313",112970,NA,"161784",NA,"SCHMOR","824",154.13,469.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6314",112971,NA,"161785",NA,"PALRIP","824",153.82,469.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6315",112972,148255,"161793","161793","MANBID","824",155.22,467.71,614823,6,14.1,"1.3",1.3,2016-09-01,"alive","MAIN;A",1,"A",20698
"6316",112973,NA,"161794",NA,"PSYBER","824",152.08,468.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6317",112974,NA,"161795",NA,"CASSYL","824",152.09,468.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6318",112975,NA,"161796",NA,"PSYBRA","824",154.11,470.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6319",112976,NA,"161798",NA,"PSYBRA","824",153.75,471.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6320",112977,NA,"161800",NA,"PSYBER","824",153.85,471.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6321",112978,NA,"161801",NA,"PSYBER","824",153.71,472.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6322",112979,NA,"161802",NA,"PSYBER","824",154.1,472.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6323",112980,NA,"161803",NA,"PALRIP","824",153.29,473.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6324",112981,NA,"161804",NA,"PSYBER","824",153.29,473.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6325",112982,NA,"161805",NA,"PALRIP","824",152.37,474.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6326",112983,NA,"161806",NA,"PSYBER","824",151.86,473.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6327",112984,NA,"161807",NA,"PALRIP","824",152.05,472.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6328",112985,NA,"161808",NA,"PSYBER","824",151.4,472.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6329",112986,NA,"161809",NA,"PSYBER","824",150.63,472.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6330",112987,NA,"161810",NA,"PSYBRA","824",150.4,471.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6331",112988,NA,"161817",NA,"ALCLAT","824",150.88,470.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6332",112989,148275,"161818","161818","BYRSPI","824",150.89,470.2,614809,6,NA,NA,NA,2016-09-01,"dead","MAIN;DEADT;B",1,"D",20698
"6333",112990,148276,"161819","161819","CASARB","824",151.69,470.18,614810,6,29.8,"1.3",1.3,2016-09-01,"alive","MAIN;A",1,"A",20698
"6334",112991,NA,"161820",NA,"PSYBRA","824",152.3,470.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6335",112992,NA,"161821",NA,"PIPGLA","824",152.75,470.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6336",112993,148279,"161822","161822","CASSYL","824",152.74,470.37,614811,6,NA,NA,NA,2016-09-01,"broken below","MAIN;A;LS;B",1,"A",20698
"6337",112994,NA,"161823",NA,"PIPGLA","824",152.96,471.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6338",112995,NA,"161826",NA,"PSYBER","824",154.74,478.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6339",112996,NA,"161828",NA,"PSYBER","824",153.73,475.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6340",112997,NA,"161829",NA,"PSYBER","824",152.83,475.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6341",112998,NA,"161830",NA,"PSYBER","824",151.02,475.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6342",112999,NA,"161831",NA,"PSYBER","824",150.93,476.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6343",113000,NA,"161832",NA,"PIPGLA","824",150.51,476.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6344",113001,NA,"161833",NA,"PSYBER","824",150.82,478.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6345",113002,NA,"161834",NA,"SCHMOR","824",150.83,479.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6346",113003,NA,"161835",NA,"PSYBER","824",152.29,476.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6347",113004,NA,"161836",NA,"PSYBER","824",152.06,475.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6348",113005,NA,"161841",NA,"PSYBRA","824",158.72,477.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6349",113006,NA,"161846",NA,"PSYBRA","824",157.11,479.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6350",113007,NA,"161847",NA,"PSYBER","824",156.44,478.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6351",113008,148295,"161856","161856","CASARB","824",159.88,474.12,614827,6,NA,NA,NA,2016-09-01,"stem dead","MAIN;A;LS;DP;ST",1,"A",20698
"6352",113009,148296,"161857","161857","OCOSIN","824",159.14,471.66,614828,6,NA,NA,NA,2016-09-01,"dead","MAIN;DEADT;B",1,"D",20698
"6353",113010,148297,"161858","161858","PSYBRA","824",157.03,470.66,614829,6,NA,NA,NA,2016-09-01,"dead","MAIN;DEADT",1,"D",20698
"6354",113011,NA,"161859",NA,"PSYBER","824",156.98,471.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6355",113012,148299,"161860","161860","CASARB","824",157.4,472.57,614830,6,22.8,"1.3",1.3,2016-09-01,"alive","MAIN;A",1,"A",20698
"6356",113013,NA,"161864",NA,"PSYBER","824",155.51,471.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6357",113014,NA,"161865",NA,"PSYBER","824",156.05,471.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6358",113015,NA,"161872",NA,"CORBOR","824",159.49,467.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6359",113016,NA,"161873",NA,"PSYBER","824",155.69,464.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6360",113017,148304,"161874","161874","CASARB","924",164.88,461.62,617582,6,NA,NA,NA,2016-09-01,"dead","MAIN;DEADT",1,"D",20698
"6361",113018,NA,"161875",NA,"SCHMOR","924",164.73,461.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6362",113019,NA,"161876",NA,"SCHMOR","924",160.85,466.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6363",113020,NA,"161879",NA,"CORBOR","924",164.28,465.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6364",113021,NA,"161880",NA,"MICPRA","924",164.83,467.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6365",113022,148309,"161881","161881","CASARB","924",164.69,466.56,617587,6,NA,NA,NA,2016-09-01,"dead","MAIN;DEADT",1,"D",20698
"6366",113023,NA,"161884",NA,"CASARB","924",162.75,469.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6367",113024,NA,"161885",NA,"PSYBRA","924",164.46,465.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6368",113025,NA,"161887",NA,"PSYBRA","924",160.85,474.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6369",113026,NA,"161888",NA,"PSYBRA","924",160.71,474.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6370",113027,NA,"161889",NA,"PSYBRA","924",160.5,474.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6371",113028,NA,"161890",NA,"PSYBRA","924",160.44,473.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6372",113029,NA,"161892",NA,"PALRIP","924",160.76,471.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6373",113030,148319,"161897","161897","CASARB","924",163.32,470.5,617598,6,NA,NA,NA,2016-09-01,"dead","MAIN;DEADT",1,"D",20698
"6374",113031,NA,"161899",NA,"PSYBRA","924",161.41,476.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6375",113032,NA,"161906",NA,"PSYBER","924",163.93,476.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6376",113033,NA,"161907",NA,"PSYBRA","924",164.82,475.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6377",113034,NA,"161908",NA,"CASARB","924",164.9,476.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6378",113035,NA,"161909",NA,"PSYBER","924",165.7,476.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6379",113036,NA,"161910",NA,"PSYBRA","924",166.01,476.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6380",113037,NA,"161912",NA,"CASARB","924",166.21,477.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6381",113038,NA,"161914",NA,"PSYBER","924",168.47,478.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6382",113039,NA,"161915",NA,"PSYBER","924",168.66,478.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6383",113040,NA,"161916",NA,"PSYBRA","924",169.55,479.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6384",113041,NA,"161918",NA,"MICPRA","924",166.31,471.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6385",113042,NA,"161921",NA,"SCHMOR","924",167.54,474.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6386",113043,NA,"161922",NA,"PSYBER","924",169.44,474.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6387",113044,NA,"161923",NA,"SCHMOR","924",169.74,473.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6388",113045,148336,"161926","161926","CASARB","924",168.36,466.18,617611,6,22.6,"1.3",1.3,2016-09-05,"alive","MAIN;A",1,"A",20702
"6389",113046,NA,"161927",NA,"SCHMOR","924",166.13,465.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6390",113047,NA,"161928",NA,"PSYBER","924",166.36,466.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6391",113048,NA,"161929",NA,"PSYBRA","924",168.32,469.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6392",113049,NA,"161931",NA,"CASARB","924",165.27,461.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6393",113050,NA,"161932",NA,"SCHMOR","924",168.4,464.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6394",113051,NA,"161933",NA,"SCHMOR","924",168.81,463.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6395",113052,NA,"161934",NA,"PSYBRA","924",169.29,464.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6396",113053,NA,"161936",NA,"MICPRA","924",167.25,460.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6397",113054,NA,"161941",NA,"MICPRA","924",167.62,461.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6398",113055,NA,"161944",NA,"SCHMOR","924",168.22,462.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6399",113056,NA,"161945",NA,"CHIDOM","924",172.34,462.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6400",113057,NA,"161946",NA,"SCHMOR","924",172.08,462.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6401",113058,148352,"161947","161947","TABHET","924",172.47,462.49,617620,6,10.5,"1.3",1.3,2016-09-05,"alive","MAIN;A;C",1,"A",20702
"6402",113059,NA,"161948",NA,"CECSCH","924",173.79,460.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6403",113060,NA,"161949",NA,"PSYBER","924",173.7,460.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6404",113061,NA,"161951",NA,"PSYBER","924",174.53,460.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6405",113062,NA,"161953",NA,"CECSCH","924",174.18,460.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6406",113063,148358,"161955","161955","CASARB","924",171.46,464.53,617621,6,NA,NA,NA,2016-09-05,"dead","MAIN;DEADT;B",1,"D",20702
"6407",113064,NA,"161957",NA,"SCHMOR","924",172.73,464.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6408",113065,NA,"161958",NA,"SCHMOR","924",173.12,464.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6409",113066,148361,"161959","161959","CASARB","924",173.56,464.52,617622,6,NA,NA,NA,2016-09-05,"dead","MAIN;DEADT;B",1,"D",20702
"6410",113067,NA,"161960",NA,"MICPRA","924",174.15,461.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6411",113068,NA,"161962",NA,"MICPRA","924",174.38,462.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6412",113069,NA,"161964",NA,"SCHMOR","924",173.15,465.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6413",113070,NA,"161970",NA,"CASARB","924",173.39,474.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6414",113071,NA,"161971",NA,"CASARB","924",172.58,474.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6415",113072,NA,"161973",NA,"PSYBER","924",172.27,478.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6416",113073,NA,"161974",NA,"PSYBER","924",172.06,478.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6417",113074,NA,"161975",NA,"PSYBER","924",174.39,477.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6418",113075,NA,"161976",NA,"PSYBER","924",173.51,477.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6419",113076,NA,"161977",NA,"PSYBER","924",173.58,478.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6420",113077,NA,"161978",NA,"PSYBER","924",173.59,478.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6421",113078,NA,"161979",NA,"PSYBER","924",174.4,479.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6422",113079,NA,"161980",NA,"PSYBER","924",173.79,479.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6423",113080,NA,"161981",NA,"PSYBER","924",174.7,479.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6424",113081,NA,"161982",NA,"PSYBER","925",171.35,480.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6425",113082,NA,"161983",NA,"PSYBER","924",171.79,479.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6426",113083,NA,"161984",NA,"MICPRA","924",172.84,479.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6427",113084,NA,"161985",NA,"PSYBER","924",173.87,479.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6428",113085,NA,"161986",NA,"PSYBER","924",174.89,479.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6429",113086,NA,"161987",NA,"PSYBER","924",174.55,479.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6430",113087,NA,"161988",NA,"PSYBER","924",170.79,478.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6431",113088,NA,"161989",NA,"PSYBER","924",170.35,477.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6432",113089,NA,"161990",NA,"PSYBER","924",177.55,475.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6433",113090,NA,"161991",NA,"PSYBER","924",178.05,475.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6434",113091,NA,"161993",NA,"PSYBER","924",176.4,476.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6435",113092,NA,"161994",NA,"PSYBER","924",176.11,476.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6436",113093,NA,"161995",NA,"MICPRA","924",178.68,476.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6437",113094,NA,"161996",NA,"PSYBER","924",179.4,476.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6438",113095,NA,"161997",NA,"PSYBER","924",179.09,476.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6439",113096,NA,"161999",NA,"PSYBER","924",177.52,477.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6440",113985,NA,"163434",NA,"SCHMOR","925",164.86,481.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6441",113986,NA,"163435",NA,"PSYBER","925",164.72,482.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6442",113987,NA,"163436",NA,"PSYBER","925",162.75,481.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6443",113988,NA,"163437",NA,"PSYBER","925",162.67,481.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6444",113989,NA,"163438",NA,"PSYBER","925",161.85,481.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6445",113990,NA,"163439",NA,"PSYBER","925",162.29,481.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6446",113991,NA,"163440",NA,"PSYBER","925",162.99,482.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6447",113992,NA,"163441",NA,"PSYBER","925",162.96,483.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6448",113993,NA,"163442",NA,"PSYBER","925",162.4,484.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6449",113994,NA,"163443",NA,"PSYBER","925",163.12,484.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6450",113995,NA,"163444",NA,"SCHMOR","925",164,484.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6451",113996,NA,"163445",NA,"PIPGLA","925",161.51,484.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"6452",113997,149387,"163446","163446","MICPRA","925",160.67,484.6,617660,6,NA,NA,NA,2016-09-01,"broken below","MAIN;A;LS;B",1,"A",20698
